CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CD_CONTA;DS_CONTA;VL_CONTA
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-93460
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-24031
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.02.03;Perda/Recuperação de Valores Ativos;-2033
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.02.04;Outros;0
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.03;Valor Adicionado Bruto;69353
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.04;Retenções;-25768
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.04.01;Depreciação, Amortização e Exaustão;-2006
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.04.02;Outras;-23762
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.05;Valor Adicionado Líquido Produzido;43585
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.06;Vlr Adicionado Recebido em Transferência;51813
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.06.01;Resultado de Equivalência Patrimonial;0
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.06.02;Receitas Financeiras;51813
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.06.03;Outros;0
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.07;Valor Adicionado Total a Distribuir;95398
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08;Distribuição do Valor Adicionado;95398
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.01;Pessoal;10437
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.01.01;Remuneração Direta;1072
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.01.02;Benefícios;7197
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.01.03;F.G.T.S.;1888
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.01.04;Outros;280
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.02;Impostos, Taxas e Contribuições;33568
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.02.01;Federais;23113
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.02.02;Estaduais;9764
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.02.03;Municipais;691
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.03;Remuneração de Capitais de Terceiros;73203
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.03.01;Juros;71385
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.03.02;Aluguéis;944
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.03.03;Outras;874
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.04;Remuneração de Capitais Próprios;-21810
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.04.01;Juros sobre o Capital Próprio;0
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.04.02;Dividendos;0
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.04.03;Lucros Retidos / Prejuízo do Período;-21810
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.04.04;Part. Não Controladores nos Lucros Retidos;0
61.082.004/0001-50;2023;3;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;8427;7.08.05;Outros;0
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.01;Receitas;528751
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.01.01;Vendas de Mercadorias, Produtos e Serviços;527399
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.01.02;Outras Receitas;15038
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;-13686
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.02;Insumos Adquiridos de Terceiros;-258131
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-164655
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-93476
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.02.03;Perda/Recuperação de Valores Ativos;0
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.02.04;Outros;0
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.03;Valor Adicionado Bruto;270620
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.04;Retenções;-12198
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.04.01;Depreciação, Amortização e Exaustão;-12198
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.04.02;Outras;0
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.05;Valor Adicionado Líquido Produzido;258422
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.06;Vlr Adicionado Recebido em Transferência;16254
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.06.01;Resultado de Equivalência Patrimonial;0
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.06.02;Receitas Financeiras;16254
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.06.03;Outros;0
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.07;Valor Adicionado Total a Distribuir;274676
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08;Distribuição do Valor Adicionado;274676
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.01;Pessoal;86072
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.01.01;Remuneração Direta;65167
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.01.02;Benefícios;14745
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.01.03;F.G.T.S.;6160
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.01.04;Outros;0
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.02;Impostos, Taxas e Contribuições;75684
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.02.01;Federais;58713
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.02.02;Estaduais;16971
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.02.03;Municipais;0
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.03;Remuneração de Capitais de Terceiros;41055
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.03.01;Juros;40910
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.03.02;Aluguéis;145
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.03.03;Outras;0
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.04;Remuneração de Capitais Próprios;71865
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.04.01;Juros sobre o Capital Próprio;0
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.04.02;Dividendos;0
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.04.03;Lucros Retidos / Prejuízo do Período;71881
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.04.04;Part. Não Controladores nos Lucros Retidos;-16
61.088.894/0001-08;2023;1;CAMBUCI S.A.;2100;7.08.05;Outros;0
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.01;Receitas;1360878
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.01.01;Vendas de Mercadorias, Produtos e Serviços;1374041
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.01.02;Outras Receitas;-1201
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;-11962
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.02;Insumos Adquiridos de Terceiros;-949138
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-753153
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-194444
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.02.03;Perda/Recuperação de Valores Ativos;0
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.02.04;Outros;-1541
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.03;Valor Adicionado Bruto;411740
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.04;Retenções;-37652
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.04.01;Depreciação, Amortização e Exaustão;-37652
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.04.02;Outras;0
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.05;Valor Adicionado Líquido Produzido;374088
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.06;Vlr Adicionado Recebido em Transferência;52263
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.06.01;Resultado de Equivalência Patrimonial;0
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.06.02;Receitas Financeiras;53918
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.06.03;Outros;-1655
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.07;Valor Adicionado Total a Distribuir;426351
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08;Distribuição do Valor Adicionado;426351
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.01;Pessoal;198250
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.01.01;Remuneração Direta;133177
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.01.02;Benefícios;55450
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.01.03;F.G.T.S.;9623
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.01.04;Outros;0
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.02;Impostos, Taxas e Contribuições;-3560
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.02.01;Federais;-18772
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.02.02;Estaduais;11168
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.02.03;Municipais;4044
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.03;Remuneração de Capitais de Terceiros;104440
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.03.01;Juros;66509
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.03.02;Aluguéis;37931
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.03.03;Outras;0
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.04;Remuneração de Capitais Próprios;127221
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.04.01;Juros sobre o Capital Próprio;20735
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.04.02;Dividendos;10071
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.04.03;Lucros Retidos / Prejuízo do Período;96375
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.04.04;Part. Não Controladores nos Lucros Retidos;40
61.092.037/0001-81;2023;1;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;5762;7.08.05;Outros;0
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.01;Receitas;16113406
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.01.01;Vendas de Mercadorias, Produtos e Serviços;15840688
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.01.02;Outras Receitas;270102
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;2616
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.02;Insumos Adquiridos de Terceiros;-11220318
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-8946080
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-2274238
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.02.03;Perda/Recuperação de Valores Ativos;0
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.02.04;Outros;0
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.03;Valor Adicionado Bruto;4893088
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.04;Retenções;-470287
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.04.01;Depreciação, Amortização e Exaustão;-470287
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.04.02;Outras;0
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.04.02.01;Depreciação do custo atribuído;0
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.05;Valor Adicionado Líquido Produzido;4422801
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.06;Vlr Adicionado Recebido em Transferência;198856
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.06.01;Resultado de Equivalência Patrimonial;14373
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.06.02;Receitas Financeiras;216151
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.06.03;Outros;-31668
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.06.03.01;Variações cambiais líquidas;-31668
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.07;Valor Adicionado Total a Distribuir;4621657
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08;Distribuição do Valor Adicionado;4621657
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.01;Pessoal;2734545
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.01.01;Remuneração Direta;2648720
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.01.02;Benefícios;0
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.01.03;F.G.T.S.;0
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.01.04;Outros;85825
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.01.04.01;Participação de empregados;85825
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.02;Impostos, Taxas e Contribuições;1044277
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.02.01;Federais;483462
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.02.02;Estaduais;560663
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.02.03;Municipais;152
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.03;Remuneração de Capitais de Terceiros;736944
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.03.01;Juros;702359
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.03.02;Aluguéis;34585
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.03.03;Outras;0
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.04;Remuneração de Capitais Próprios;105891
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.04.01;Juros sobre o Capital Próprio;0
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.04.02;Dividendos;13133
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.04.03;Lucros Retidos / Prejuízo do Período;17600
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.04.04;Part. Não Controladores nos Lucros Retidos;75158
61.156.113/0001-75;2023;1;IOCHPE MAXION S.A.;11932;7.08.05;Outros;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.01;Receitas;58735
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.01.01;Vendas de Mercadorias, Produtos e Serviços;37078
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.01.02;Outras Receitas;21657
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.01.02.01;Resultado não Operacional;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.01.02.02;Outras Receitas Operacionais;21657
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.01.02.03;Reversão de Provisões;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.01.02.04;Constituição de Provisões;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.02;Insumos Adquiridos de Terceiros;-34836
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-34836
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.02.03;Perda/Recuperação de Valores Ativos;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.02.04;Outros;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.03;Valor Adicionado Bruto;23899
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.04;Retenções;-1613
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.04.01;Depreciação, Amortização e Exaustão;-1613
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.04.02;Outras;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.05;Valor Adicionado Líquido Produzido;22286
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.06;Vlr Adicionado Recebido em Transferência;29896
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.06.01;Resultado de Equivalência Patrimonial;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.06.02;Receitas Financeiras;12794
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.06.03;Outros;17102
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.07;Valor Adicionado Total a Distribuir;52182
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08;Distribuição do Valor Adicionado;52182
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.01;Pessoal;8460
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.01.01;Remuneração Direta;3752
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.01.02;Benefícios;4529
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.01.03;F.G.T.S.;179
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.01.04;Outros;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.02;Impostos, Taxas e Contribuições;16330
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.02.01;Federais;8021
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.02.02;Estaduais;889
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.02.03;Municipais;7420
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.03;Remuneração de Capitais de Terceiros;11214
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.03.01;Juros;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.03.02;Aluguéis;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.03.03;Outras;11214
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.04;Remuneração de Capitais Próprios;16178
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.04.01;Juros sobre o Capital Próprio;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.04.02;Dividendos;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.04.03;Lucros Retidos / Prejuízo do Período;16180
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.04.04;Part. Não Controladores nos Lucros Retidos;-2
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.05;Outros;0
61.156.931/0001-78;2023;1;SIDERURGICA J. L. ALIPERTI S.A.;12823;7.08.05.01;Participação dos Administradores;0
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.01;Receitas;7621513
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.01.01;Intermediação Financeira;7895184
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.01.02;Prestação de Serviços;256211
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.01.03;Provisão/Reversão de Créds. Liquidação Duvidosa;-1555222
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.01.04;Outras;1025340
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.01.04.01;Recuperação de crédito baixado para prejuízo;190928
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.01.04.02;Outras receitas operacionais;711509
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.01.04.03;Não operacionais;122903
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.02;Despesas de Intermediação Financeira;-5612712
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.03;Insumos Adquiridos de Terceiros;-1050078
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.03.01;Materiais, Energia e Outros;-154059
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.03.02;Serviços de Terceiros;-181912
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.03.03;Perda/Recuperação de Valores Ativos;0
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.03.04;Outros;-714107
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.03.04.01;Comunicação;-30165
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.03.04.02;Propaganda, promoções e publicidade;-104796
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.03.04.03;Processamento de dados;-192499
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.03.04.04;Serviços técnicos especializados;-355346
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.03.04.05;Taxas e emolumentos bancários;-26675
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.03.04.06;Transporte;-4626
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.04;Valor Adicionado Bruto;958723
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.05;Retenções;-123144
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.05.01;Depreciação, Amortização e Exaustão;-123144
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.05.02;Outras;0
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.05.02.01;Depreciação, Amortização e Exaustão;0
61.186.680/0001-74;2023;1;BANCO BMG S/A;24600;7.06;Valor Adicionado Líquido Produzido;835579
