CNPJ_CIA,ANO,VERSAO,DENOM_CIA,CD_CVM,ESCALA_MOEDA,CD_CONTA,DS_CONTA,VL_CONTA
61.486.650/0001-83,2009,3,DIAGNOSTICOS DA AMERICA S.A.,19623,MIL,7.08.02.02,Estaduais,223
61.486.650/0001-83,2009,3,DIAGNOSTICOS DA AMERICA S.A.,19623,MIL,7.08.02.03,Municipais,57532
61.486.650/0001-83,2009,3,DIAGNOSTICOS DA AMERICA S.A.,19623,MIL,7.08.03,Remuneração de Capitais de Terceiros,232613
61.486.650/0001-83,2009,3,DIAGNOSTICOS DA AMERICA S.A.,19623,MIL,7.08.03.01,Juros,93994
61.486.650/0001-83,2009,3,DIAGNOSTICOS DA AMERICA S.A.,19623,MIL,7.08.03.02,Aluguéis,69181
61.486.650/0001-83,2009,3,DIAGNOSTICOS DA AMERICA S.A.,19623,MIL,7.08.03.03,Outras,69438
61.486.650/0001-83,2009,3,DIAGNOSTICOS DA AMERICA S.A.,19623,MIL,7.08.04,Remuneração de Capitais Próprios,99408
61.486.650/0001-83,2009,3,DIAGNOSTICOS DA AMERICA S.A.,19623,MIL,7.08.04.01,Juros sobre o Capital Próprio,23331
61.486.650/0001-83,2009,3,DIAGNOSTICOS DA AMERICA S.A.,19623,MIL,7.08.04.02,Dividendos,0
61.486.650/0001-83,2009,3,DIAGNOSTICOS DA AMERICA S.A.,19623,MIL,7.08.04.03,Lucros Retidos / Prejuízo do Período,74894
61.486.650/0001-83,2009,3,DIAGNOSTICOS DA AMERICA S.A.,19623,MIL,7.08.04.04,Part. Não Controladores nos Lucros Retidos,1183
61.486.650/0001-83,2009,3,DIAGNOSTICOS DA AMERICA S.A.,19623,MIL,7.08.05,Outros,0
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.01,Receitas,41891000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.01.01,"Vendas de Mercadorias, Produtos e Serviços",5102000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.01.02,Outras Receitas,41557000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.01.03,Receitas refs. à Construção de Ativos Próprios,0
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,-4768000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.02,Insumos Adquiridos de Terceiros,-26297000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",-6505000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",-107000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.02.03,Perda/Recuperação de Valores Ativos,0
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.02.04,Outros,-19685000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.03,Valor Adicionado Bruto,15594000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.04,Retenções,-1182000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.04.01,"Depreciação, Amortização e Exaustão",-1182000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.04.02,Outras,0
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.05,Valor Adicionado Líquido Produzido,14412000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.06,Vlr Adicionado Recebido em Transferência,135000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.06.01,Resultado de Equivalência Patrimonial,135000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.06.02,Receitas Financeiras,0
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.06.03,Outros,0
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.07,Valor Adicionado Total a Distribuir,14547000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08,Distribuição do Valor Adicionado,14547000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.01,Pessoal,3987000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.01.01,Remuneração Direta,3398000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.01.02,Benefícios,404000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.01.03,F.G.T.S.,185000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.01.04,Outros,0
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.02,"Impostos, Taxas e Contribuições",5896000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.02.01,Federais,5447000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.02.02,Estaduais,235000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.02.03,Municipais,214000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.03,Remuneração de Capitais de Terceiros,302000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.03.01,Juros,0
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.03.02,Aluguéis,302000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.03.03,Outras,0
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.04,Remuneração de Capitais Próprios,4362000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.04.01,Juros sobre o Capital Próprio,1407000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.04.02,Dividendos,0
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.04.03,Lucros Retidos / Prejuízo do Período,2568000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.04.04,Part. Não Controladores nos Lucros Retidos,387000
61.532.644/0001-15,2009,1,ITAÚSA S.A.,7617,MIL,7.08.05,Outros,0
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.01,Receitas,264947
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.01.01,"Vendas de Mercadorias, Produtos e Serviços",266287
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.01.02,Outras Receitas,-585
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.01.03,Receitas refs. à Construção de Ativos Próprios,0
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,-755
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.02,Insumos Adquiridos de Terceiros,-176639
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",-114406
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",-62233
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.02.03,Perda/Recuperação de Valores Ativos,0
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.02.04,Outros,0
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.02.04.01,Matérias Primas Consumidas,0
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.03,Valor Adicionado Bruto,88308
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.04,Retenções,-20211
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.04.01,"Depreciação, Amortização e Exaustão",-20211
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.04.02,Outras,0
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.05,Valor Adicionado Líquido Produzido,68097
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.06,Vlr Adicionado Recebido em Transferência,13533
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.06.01,Resultado de Equivalência Patrimonial,0
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.06.02,Receitas Financeiras,12320
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.06.03,Outros,1213
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.06.03.01,Receita de Aluguél,1213
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.07,Valor Adicionado Total a Distribuir,81630
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08,Distribuição do Valor Adicionado,81630
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.01,Pessoal,57650
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.01.01,Remuneração Direta,47626
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.01.02,Benefícios,6246
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.01.03,F.G.T.S.,3778
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.01.04,Outros,0
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.02,"Impostos, Taxas e Contribuições",23899
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.02.01,Federais,15836
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.02.02,Estaduais,6825
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.02.03,Municipais,1238
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.03,Remuneração de Capitais de Terceiros,8092
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.03.01,Juros,5911
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.03.02,Aluguéis,2181
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.03.03,Outras,0
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.03.03.01,Variações Cambiais,0
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.04,Remuneração de Capitais Próprios,-8011
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.04.01,Juros sobre o Capital Próprio,0
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.04.02,Dividendos,0
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.04.03,Lucros Retidos / Prejuízo do Período,-8011
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.04.04,Part. Não Controladores nos Lucros Retidos,0
61.565.222/0001-46,2009,1,PARAMOUNT TEXTEIS INDUSTRIA E COMERCIO S/A,19798,MIL,7.08.05,Outros,0
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.01,Receitas,8249872
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.01.01,"Vendas de Mercadorias, Produtos e Serviços",7570424
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.01.02,Outras Receitas,-6571
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.01.02.01,Resultado de alienação/desativação de bens e direitos,-35446
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.01.02.02,Outros resultados,28875
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.01.03,Receitas refs. à Construção de Ativos Próprios,703729
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.01.04,Provisão/Reversão de Créds. Liquidação Duvidosa,-17710
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.02,Insumos Adquiridos de Terceiros,-4111180
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.02.01,"Custos Prods., Mercs. e Servs. Vendidos",-2778732
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.02.02,"Materiais, Energia, Servs. de Terceiros e Outros",-661649
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.02.03,Perda/Recuperação de Valores Ativos,0
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.02.04,Outros,-670799
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.02.04.01,Matéria prima e insumo para produção de energia elétrica,-208839
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.02.04.02,Subvenções de combustível - CCC,308477
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.02.04.03,Outros,-770437
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.03,Valor Adicionado Bruto,4138692
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.04,Retenções,-374597
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.04.01,"Depreciação, Amortização e Exaustão",-374597
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.04.02,Outras,0
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.05,Valor Adicionado Líquido Produzido,3764095
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.06,Vlr Adicionado Recebido em Transferência,1201063
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.06.01,Resultado de Equivalência Patrimonial,-12267
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.06.02,Receitas Financeiras,1213330
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.06.03,Outros,0
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.07,Valor Adicionado Total a Distribuir,4965158
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08,Distribuição do Valor Adicionado,4965158
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.01,Pessoal,311871
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.01.01,Remuneração Direta,244508
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.01.02,Benefícios,0
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.01.03,F.G.T.S.,22121
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.01.04,Outros,45242
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.01.04.01,Outros encargos sociais (exceto INSS),2594
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.01.04.02,Entidade de previdência privada,6137
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.01.04.03,Programa de incentivo à aposentadoria e demissão voluntária,1409
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.01.04.04,Programa de alimentação ao trabalhador - PAT,30099
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.01.04.05,Convênios assistenciais e outros benefícios,21071
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.01.04.06,Diversos,9388
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.01.04.07,Transferências para ordens em curso (intangível),-25456
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.02,"Impostos, Taxas e Contribuições",2561142
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.02.01,Federais,1099051
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.02.02,Estaduais,1458040
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.02.03,Municipais,4051
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.03,Remuneração de Capitais de Terceiros,1936774
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.03.01,Juros,627277
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.03.02,Aluguéis,22676
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.03.03,Outras,1286821
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.04,Remuneração de Capitais Próprios,224710
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.04.01,Juros sobre o Capital Próprio,22690
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.04.02,Dividendos,92160
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.04.03,Lucros Retidos / Prejuízo do Período,279946
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.04.04,Part. Não Controladores nos Lucros Retidos,-170086
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.05,Outros,-69339
61.584.140/0001-49,2009,1,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,MIL,7.08.05.01,Realização de reservas,-69339
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.01,Receitas,2735797
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.01.01,Intermediação Financeira,2664195
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.01.02,Prestação de Serviços,25223
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.01.03,Provisão/Reversão de Créds. Liquidação Duvidosa,-22496
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.01.04,Outras,68875
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.02,Despesas de Intermediação Financeira,-2213145
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.03,Insumos Adquiridos de Terceiros,-453900
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.03.01,"Materiais, Energia e Outros",-4149
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.03.02,Serviços de Terceiros,-206165
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.03.03,Perda/Recuperação de Valores Ativos,-64559
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.03.04,Outros,-179027
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.04,Valor Adicionado Bruto,68752
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.05,Retenções,-9945
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.05.01,"Depreciação, Amortização e Exaustão",-9945
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.05.02,Outras,0
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.06,Valor Adicionado Líquido Produzido,58807
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.07,Vlr Adicionado Recebido em Transferência,16
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.07.01,Resultado de Equivalência Patrimonial,0
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.07.02,Outros,16
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.08,Valor Adicionado Total a Distribuir,58823
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09,Distribuição do Valor Adicionado,58823
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.01,Pessoal,129597
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.01.01,Remuneração Direta,110926
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.01.02,Benefícios,13775
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.01.03,F.G.T.S.,4896
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.01.04,Outros,0
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.02,"Impostos, Taxas e Contribuições",-11391
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.02.01,Federais,-13957
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.02.02,Estaduais,102
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.02.03,Municipais,2464
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.03,Remuneração de Capitais de Terceiros,9453
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.03.01,Aluguéis,8894
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.03.02,Outras,559
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.04,Remuneração de Capitais Próprios,-68836
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.04.01,Juros sobre o Capital Próprio,64434
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.04.02,Dividendos,0
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.04.03,Lucros Retidos / Prejuízo do Período,-133270
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.04.04,Part. Não Controladores nos Lucros Retidos,0
62.136.254/0001-99,2009,3,BANCO CRUZEIRO DO SUL SA,20753,MIL,7.09.05,Outros,0
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.01,Receitas,682289
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.01.01,Intermediação Financeira,735999
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.01.02,Prestação de Serviços,-1046
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.01.03,Provisão/Reversão de Créds. Liquidação Duvidosa,-58020
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.01.04,Outras,5356
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.02,Despesas de Intermediação Financeira,-312619
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.03,Insumos Adquiridos de Terceiros,-63962
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.03.01,"Materiais, Energia e Outros",-753
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.03.02,Serviços de Terceiros,-56580
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.03.03,Perda/Recuperação de Valores Ativos,0
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.03.04,Outros,-6629
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.04,Valor Adicionado Bruto,305708
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.05,Retenções,-4976
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.05.01,"Depreciação, Amortização e Exaustão",-4976
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.05.02,Outras,0
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.06,Valor Adicionado Líquido Produzido,300732
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.07,Vlr Adicionado Recebido em Transferência,0
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.07.01,Resultado de Equivalência Patrimonial,0
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.07.02,Outros,0
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.08,Valor Adicionado Total a Distribuir,300732
62.144.175/0001-20,2009,1,BCO PINE S.A.,20567,MIL,7.09,Distribuição do Valor Adicionado,300732
