CNPJ_CIA,DENOM_CIA,CD_CVM,CD_CONTA,DS_CONTA,ANO,VL_CONTA,SETOR_ATIV,MUN,UF
53.113.791/0001-22,TOTVS S.A.,19992,2,Valor Adicionado Bruto,2023,3895491,Comunicação e Informática,SÃO PAULO,SP
53.113.791/0001-22,TOTVS S.A.,19992,3,Valor Adicionado Líquido Produzido,2023,3612690,Comunicação e Informática,SÃO PAULO,SP
53.113.791/0001-22,TOTVS S.A.,19992,4,Valor Adicionado Total a Distribuir,2023,3971649,Comunicação e Informática,SÃO PAULO,SP
53.113.791/0001-22,TOTVS S.A.,19992,5,Distribuição do Valor Adicionado,2023,3971649,Comunicação e Informática,SÃO PAULO,SP
53.113.791/0001-22,TOTVS S.A.,19992,5.1,Pessoal,2023,2022490,Comunicação e Informática,SÃO PAULO,SP
53.113.791/0001-22,TOTVS S.A.,19992,5.2,"Impostos, Taxas e Contribuições",2023,806236,Comunicação e Informática,SÃO PAULO,SP
53.113.791/0001-22,TOTVS S.A.,19992,5.3,Remuneração de Capitais de Terceiros,2023,378488,Comunicação e Informática,SÃO PAULO,SP
53.113.791/0001-22,TOTVS S.A.,19992,5.4,Remuneração de Capitais Próprios,2023,764435,Comunicação e Informática,SÃO PAULO,SP
03.014.553/0001-91,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,19330,1,Receitas,2023,1144790,Serviços Transporte e Logística,SÃO PAULO,SP
03.014.553/0001-91,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,19330,2,Valor Adicionado Bruto,2023,521131,Serviços Transporte e Logística,SÃO PAULO,SP
03.014.553/0001-91,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,19330,3,Valor Adicionado Líquido Produzido,2023,341498,Serviços Transporte e Logística,SÃO PAULO,SP
03.014.553/0001-91,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,19330,4,Valor Adicionado Total a Distribuir,2023,489053,Serviços Transporte e Logística,SÃO PAULO,SP
03.014.553/0001-91,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,19330,5,Distribuição do Valor Adicionado,2023,489053,Serviços Transporte e Logística,SÃO PAULO,SP
03.014.553/0001-91,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,19330,5.1,Pessoal,2023,136744,Serviços Transporte e Logística,SÃO PAULO,SP
03.014.553/0001-91,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,19330,5.2,"Impostos, Taxas e Contribuições",2023,109705,Serviços Transporte e Logística,SÃO PAULO,SP
03.014.553/0001-91,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,19330,5.3,Remuneração de Capitais de Terceiros,2023,253123,Serviços Transporte e Logística,SÃO PAULO,SP
03.014.553/0001-91,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,19330,5.4,Remuneração de Capitais Próprios,2023,-10519,Serviços Transporte e Logística,SÃO PAULO,SP
59.418.806/0001-47,TRACK & FIELD CO S.A.,25208,1,Receitas,2023,862767,Têxtil e Vestuário,OSASCO,SP
59.418.806/0001-47,TRACK & FIELD CO S.A.,25208,2,Valor Adicionado Bruto,2023,454553,Têxtil e Vestuário,OSASCO,SP
59.418.806/0001-47,TRACK & FIELD CO S.A.,25208,3,Valor Adicionado Líquido Produzido,2023,443542,Têxtil e Vestuário,OSASCO,SP
59.418.806/0001-47,TRACK & FIELD CO S.A.,25208,4,Valor Adicionado Total a Distribuir,2023,452508,Têxtil e Vestuário,OSASCO,SP
59.418.806/0001-47,TRACK & FIELD CO S.A.,25208,5,Distribuição do Valor Adicionado,2023,452508,Têxtil e Vestuário,OSASCO,SP
59.418.806/0001-47,TRACK & FIELD CO S.A.,25208,5.1,Pessoal,2023,131943,Têxtil e Vestuário,OSASCO,SP
59.418.806/0001-47,TRACK & FIELD CO S.A.,25208,5.2,"Impostos, Taxas e Contribuições",2023,152788,Têxtil e Vestuário,OSASCO,SP
59.418.806/0001-47,TRACK & FIELD CO S.A.,25208,5.3,Remuneração de Capitais de Terceiros,2023,53367,Têxtil e Vestuário,OSASCO,SP
59.418.806/0001-47,TRACK & FIELD CO S.A.,25208,5.4,Remuneração de Capitais Próprios,2023,114410,Têxtil e Vestuário,OSASCO,SP
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,1,Receitas,2023,3694623,Energia Elétrica,RIO DE JANEIRO,RJ
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,2,Valor Adicionado Bruto,2023,2501407,Energia Elétrica,RIO DE JANEIRO,RJ
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,3,Valor Adicionado Líquido Produzido,2023,2483483,Energia Elétrica,RIO DE JANEIRO,RJ
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,4,Valor Adicionado Total a Distribuir,2023,3059004,Energia Elétrica,RIO DE JANEIRO,RJ
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,5,Distribuição do Valor Adicionado,2023,3059004,Energia Elétrica,RIO DE JANEIRO,RJ
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,5.1,Pessoal,2023,203544,Energia Elétrica,RIO DE JANEIRO,RJ
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,5.2,"Impostos, Taxas e Contribuições",2023,435796,Energia Elétrica,RIO DE JANEIRO,RJ
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,5.3,Remuneração de Capitais de Terceiros,2023,1051830,Energia Elétrica,RIO DE JANEIRO,RJ
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257,5.4,Remuneração de Capitais Próprios,2023,1367834,Energia Elétrica,RIO DE JANEIRO,RJ
94.813.102/0001-70,TRÊS TENTOS AGROINDUSTRIAL S/A,25950,1,Receitas,2023,9491524,"Agricultura (Açúcar, Álcool e Cana)",SANTA BÁRBARA DO SUL,RS
94.813.102/0001-70,TRÊS TENTOS AGROINDUSTRIAL S/A,25950,2,Valor Adicionado Bruto,2023,1060661,"Agricultura (Açúcar, Álcool e Cana)",SANTA BÁRBARA DO SUL,RS
94.813.102/0001-70,TRÊS TENTOS AGROINDUSTRIAL S/A,25950,3,Valor Adicionado Líquido Produzido,2023,1003064,"Agricultura (Açúcar, Álcool e Cana)",SANTA BÁRBARA DO SUL,RS
94.813.102/0001-70,TRÊS TENTOS AGROINDUSTRIAL S/A,25950,4,Valor Adicionado Total a Distribuir,2023,1385610,"Agricultura (Açúcar, Álcool e Cana)",SANTA BÁRBARA DO SUL,RS
94.813.102/0001-70,TRÊS TENTOS AGROINDUSTRIAL S/A,25950,5,Distribuição do Valor Adicionado,2023,1385610,"Agricultura (Açúcar, Álcool e Cana)",SANTA BÁRBARA DO SUL,RS
94.813.102/0001-70,TRÊS TENTOS AGROINDUSTRIAL S/A,25950,5.1,Pessoal,2023,248175,"Agricultura (Açúcar, Álcool e Cana)",SANTA BÁRBARA DO SUL,RS
94.813.102/0001-70,TRÊS TENTOS AGROINDUSTRIAL S/A,25950,5.2,"Impostos, Taxas e Contribuições",2023,70304,"Agricultura (Açúcar, Álcool e Cana)",SANTA BÁRBARA DO SUL,RS
94.813.102/0001-70,TRÊS TENTOS AGROINDUSTRIAL S/A,25950,5.3,Remuneração de Capitais de Terceiros,2023,493329,"Agricultura (Açúcar, Álcool e Cana)",SANTA BÁRBARA DO SUL,RS
94.813.102/0001-70,TRÊS TENTOS AGROINDUSTRIAL S/A,25950,5.4,Remuneração de Capitais Próprios,2023,573802,"Agricultura (Açúcar, Álcool e Cana)",SANTA BÁRBARA DO SUL,RS
92.660.570/0001-26,TREVISA INVESTIMENTOS S.A.,8192,1,Receitas,2023,137402,Sem Setor Principal,PORTO ALEGRE,RS
92.660.570/0001-26,TREVISA INVESTIMENTOS S.A.,8192,2,Valor Adicionado Bruto,2023,86749,Sem Setor Principal,PORTO ALEGRE,RS
92.660.570/0001-26,TREVISA INVESTIMENTOS S.A.,8192,3,Valor Adicionado Líquido Produzido,2023,73473,Sem Setor Principal,PORTO ALEGRE,RS
92.660.570/0001-26,TREVISA INVESTIMENTOS S.A.,8192,4,Valor Adicionado Total a Distribuir,2023,75320,Sem Setor Principal,PORTO ALEGRE,RS
92.660.570/0001-26,TREVISA INVESTIMENTOS S.A.,8192,5,Distribuição do Valor Adicionado,2023,75320,Sem Setor Principal,PORTO ALEGRE,RS
92.660.570/0001-26,TREVISA INVESTIMENTOS S.A.,8192,5.1,Pessoal,2023,37753,Sem Setor Principal,PORTO ALEGRE,RS
92.660.570/0001-26,TREVISA INVESTIMENTOS S.A.,8192,5.2,"Impostos, Taxas e Contribuições",2023,17616,Sem Setor Principal,PORTO ALEGRE,RS
92.660.570/0001-26,TREVISA INVESTIMENTOS S.A.,8192,5.3,Remuneração de Capitais de Terceiros,2023,1462,Sem Setor Principal,PORTO ALEGRE,RS
92.660.570/0001-26,TREVISA INVESTIMENTOS S.A.,8192,5.4,Remuneração de Capitais Próprios,2023,18489,Sem Setor Principal,PORTO ALEGRE,RS
23.438.929/0001-00,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,25194,1,Receitas,2023,781182,Telecomunicações,SÃO PAULO,SP
23.438.929/0001-00,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,25194,2,Valor Adicionado Bruto,2023,430062,Telecomunicações,SÃO PAULO,SP
23.438.929/0001-00,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,25194,3,Valor Adicionado Líquido Produzido,2023,228131,Telecomunicações,SÃO PAULO,SP
23.438.929/0001-00,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,25194,4,Valor Adicionado Total a Distribuir,2023,244366,Telecomunicações,SÃO PAULO,SP
23.438.929/0001-00,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,25194,5,Distribuição do Valor Adicionado,2023,244366,Telecomunicações,SÃO PAULO,SP
23.438.929/0001-00,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,25194,5.1,Pessoal,2023,121208,Telecomunicações,SÃO PAULO,SP
23.438.929/0001-00,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,25194,5.2,"Impostos, Taxas e Contribuições",2023,124874,Telecomunicações,SÃO PAULO,SP
23.438.929/0001-00,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,25194,5.3,Remuneração de Capitais de Terceiros,2023,155650,Telecomunicações,SÃO PAULO,SP
23.438.929/0001-00,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,25194,5.4,Remuneração de Capitais Próprios,2023,-157366,Telecomunicações,SÃO PAULO,SP
08.811.643/0001-27,TRISUL S.A.,21130,1,Receitas,2023,1097702,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.811.643/0001-27,TRISUL S.A.,21130,2,Valor Adicionado Bruto,2023,177787,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.811.643/0001-27,TRISUL S.A.,21130,3,Valor Adicionado Líquido Produzido,2023,172314,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.811.643/0001-27,TRISUL S.A.,21130,4,Valor Adicionado Total a Distribuir,2023,267004,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.811.643/0001-27,TRISUL S.A.,21130,5,Distribuição do Valor Adicionado,2023,267004,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.811.643/0001-27,TRISUL S.A.,21130,5.1,Pessoal,2023,24971,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.811.643/0001-27,TRISUL S.A.,21130,5.2,"Impostos, Taxas e Contribuições",2023,57258,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.811.643/0001-27,TRISUL S.A.,21130,5.3,Remuneração de Capitais de Terceiros,2023,54580,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
08.811.643/0001-27,TRISUL S.A.,21130,5.4,Remuneração de Capitais Próprios,2023,130195,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP
84.683.374/0001-49,TUPY S.A.,6343,1,Receitas,2023,12392473,Metalurgia e Siderurgia,JOINVILLE,SC
84.683.374/0001-49,TUPY S.A.,6343,2,Valor Adicionado Bruto,2023,4064728,Metalurgia e Siderurgia,JOINVILLE,SC
84.683.374/0001-49,TUPY S.A.,6343,3,Valor Adicionado Líquido Produzido,2023,3709911,Metalurgia e Siderurgia,JOINVILLE,SC
84.683.374/0001-49,TUPY S.A.,6343,4,Valor Adicionado Total a Distribuir,2023,3818015,Metalurgia e Siderurgia,JOINVILLE,SC
84.683.374/0001-49,TUPY S.A.,6343,5,Distribuição do Valor Adicionado,2023,3818015,Metalurgia e Siderurgia,JOINVILLE,SC
84.683.374/0001-49,TUPY S.A.,6343,5.1,Pessoal,2023,2267866,Metalurgia e Siderurgia,JOINVILLE,SC
84.683.374/0001-49,TUPY S.A.,6343,5.2,"Impostos, Taxas e Contribuições",2023,633537,Metalurgia e Siderurgia,JOINVILLE,SC
84.683.374/0001-49,TUPY S.A.,6343,5.3,Remuneração de Capitais de Terceiros,2023,399599,Metalurgia e Siderurgia,JOINVILLE,SC
84.683.374/0001-49,TUPY S.A.,6343,5.4,Remuneração de Capitais Próprios,2023,517013,Metalurgia e Siderurgia,JOINVILLE,SC
33.256.439/0001-39,ULTRAPAR PARTICIPACOES S.A.,18465,1,Receitas,2023,128041583,Petróleo e Gás,SÃO PAULO,SP
33.256.439/0001-39,ULTRAPAR PARTICIPACOES S.A.,18465,2,Valor Adicionado Bruto,2023,9467877,Petróleo e Gás,SÃO PAULO,SP
33.256.439/0001-39,ULTRAPAR PARTICIPACOES S.A.,18465,3,Valor Adicionado Líquido Produzido,2023,8321600,Petróleo e Gás,SÃO PAULO,SP
33.256.439/0001-39,ULTRAPAR PARTICIPACOES S.A.,18465,4,Valor Adicionado Total a Distribuir,2023,9530967,Petróleo e Gás,SÃO PAULO,SP
33.256.439/0001-39,ULTRAPAR PARTICIPACOES S.A.,18465,5,Distribuição do Valor Adicionado,2023,9530967,Petróleo e Gás,SÃO PAULO,SP
33.256.439/0001-39,ULTRAPAR PARTICIPACOES S.A.,18465,5.1,Pessoal,2023,2075829,Petróleo e Gás,SÃO PAULO,SP
33.256.439/0001-39,ULTRAPAR PARTICIPACOES S.A.,18465,5.2,"Impostos, Taxas e Contribuições",2023,3014711,Petróleo e Gás,SÃO PAULO,SP
33.256.439/0001-39,ULTRAPAR PARTICIPACOES S.A.,18465,5.3,Remuneração de Capitais de Terceiros,2023,1922674,Petróleo e Gás,SÃO PAULO,SP
33.256.439/0001-39,ULTRAPAR PARTICIPACOES S.A.,18465,5.4,Remuneração de Capitais Próprios,2023,2517753,Petróleo e Gás,SÃO PAULO,SP
60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.,26867,1,Receitas,2023,4645093,Farmacêutico e Higiene,EMBU-GUAÇU,SP
60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.,26867,2,Valor Adicionado Bruto,2023,2580031,Farmacêutico e Higiene,EMBU-GUAÇU,SP
60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.,26867,3,Valor Adicionado Líquido Produzido,2023,2456194,Farmacêutico e Higiene,EMBU-GUAÇU,SP
60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.,26867,4,Valor Adicionado Total a Distribuir,2023,2790717,Farmacêutico e Higiene,EMBU-GUAÇU,SP
60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.,26867,5,Distribuição do Valor Adicionado,2023,2790717,Farmacêutico e Higiene,EMBU-GUAÇU,SP
60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.,26867,5.1,Pessoal,2023,974786,Farmacêutico e Higiene,EMBU-GUAÇU,SP
60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.,26867,5.2,"Impostos, Taxas e Contribuições",2023,886687,Farmacêutico e Higiene,EMBU-GUAÇU,SP
60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.,26867,5.3,Remuneração de Capitais de Terceiros,2023,613031,Farmacêutico e Higiene,EMBU-GUAÇU,SP
60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.,26867,5.4,Remuneração de Capitais Próprios,2023,316213,Farmacêutico e Higiene,EMBU-GUAÇU,SP
90.441.460/0001-48,UNICASA INDÚSTRIA DE MÓVEIS S.A.,22780,1,Receitas,2023,269303,"Construção Civil, Mat. Constr. e Decoração",BENTO GONÇALVES,RS
90.441.460/0001-48,UNICASA INDÚSTRIA DE MÓVEIS S.A.,22780,2,Valor Adicionado Bruto,2023,101289,"Construção Civil, Mat. Constr. e Decoração",BENTO GONÇALVES,RS
90.441.460/0001-48,UNICASA INDÚSTRIA DE MÓVEIS S.A.,22780,3,Valor Adicionado Líquido Produzido,2023,92327,"Construção Civil, Mat. Constr. e Decoração",BENTO GONÇALVES,RS
90.441.460/0001-48,UNICASA INDÚSTRIA DE MÓVEIS S.A.,22780,4,Valor Adicionado Total a Distribuir,2023,104078,"Construção Civil, Mat. Constr. e Decoração",BENTO GONÇALVES,RS
90.441.460/0001-48,UNICASA INDÚSTRIA DE MÓVEIS S.A.,22780,5,Distribuição do Valor Adicionado,2023,104078,"Construção Civil, Mat. Constr. e Decoração",BENTO GONÇALVES,RS
90.441.460/0001-48,UNICASA INDÚSTRIA DE MÓVEIS S.A.,22780,5.1,Pessoal,2023,47711,"Construção Civil, Mat. Constr. e Decoração",BENTO GONÇALVES,RS
90.441.460/0001-48,UNICASA INDÚSTRIA DE MÓVEIS S.A.,22780,5.2,"Impostos, Taxas e Contribuições",2023,33148,"Construção Civil, Mat. Constr. e Decoração",BENTO GONÇALVES,RS
90.441.460/0001-48,UNICASA INDÚSTRIA DE MÓVEIS S.A.,22780,5.3,Remuneração de Capitais de Terceiros,2023,8052,"Construção Civil, Mat. Constr. e Decoração",BENTO GONÇALVES,RS
90.441.460/0001-48,UNICASA INDÚSTRIA DE MÓVEIS S.A.,22780,5.4,Remuneração de Capitais Próprios,2023,15167,"Construção Civil, Mat. Constr. e Decoração",BENTO GONÇALVES,RS
75.609.123/0001-23,UNIDAS LOCAÇÕES E SERVIÇOS S.A.,23280,1,Receitas,2023,4229992,Serviços Transporte e Logística,CURITIBA,PR
75.609.123/0001-23,UNIDAS LOCAÇÕES E SERVIÇOS S.A.,23280,2,Valor Adicionado Bruto,2023,2223966,Serviços Transporte e Logística,CURITIBA,PR
75.609.123/0001-23,UNIDAS LOCAÇÕES E SERVIÇOS S.A.,23280,3,Valor Adicionado Líquido Produzido,2023,1445723,Serviços Transporte e Logística,CURITIBA,PR
75.609.123/0001-23,UNIDAS LOCAÇÕES E SERVIÇOS S.A.,23280,4,Valor Adicionado Total a Distribuir,2023,1666869,Serviços Transporte e Logística,CURITIBA,PR
75.609.123/0001-23,UNIDAS LOCAÇÕES E SERVIÇOS S.A.,23280,5,Distribuição do Valor Adicionado,2023,1666869,Serviços Transporte e Logística,CURITIBA,PR
75.609.123/0001-23,UNIDAS LOCAÇÕES E SERVIÇOS S.A.,23280,5.1,Pessoal,2023,299098,Serviços Transporte e Logística,CURITIBA,PR
75.609.123/0001-23,UNIDAS LOCAÇÕES E SERVIÇOS S.A.,23280,5.2,"Impostos, Taxas e Contribuições",2023,304623,Serviços Transporte e Logística,CURITIBA,PR
75.609.123/0001-23,UNIDAS LOCAÇÕES E SERVIÇOS S.A.,23280,5.3,Remuneração de Capitais de Terceiros,2023,961463,Serviços Transporte e Logística,CURITIBA,PR
75.609.123/0001-23,UNIDAS LOCAÇÕES E SERVIÇOS S.A.,23280,5.4,Remuneração de Capitais Próprios,2023,101685,Serviços Transporte e Logística,CURITIBA,PR
45.736.131/0001-70,UNIDAS LOCADORA S.A.,27162,1,Receitas,2023,3629294,Serviços Transporte e Logística,BELO HORIZONTE,MG
45.736.131/0001-70,UNIDAS LOCADORA S.A.,27162,2,Valor Adicionado Bruto,2023,1382115,Serviços Transporte e Logística,BELO HORIZONTE,MG
45.736.131/0001-70,UNIDAS LOCADORA S.A.,27162,3,Valor Adicionado Líquido Produzido,2023,822230,Serviços Transporte e Logística,BELO HORIZONTE,MG
45.736.131/0001-70,UNIDAS LOCADORA S.A.,27162,4,Valor Adicionado Total a Distribuir,2023,947170,Serviços Transporte e Logística,BELO HORIZONTE,MG
45.736.131/0001-70,UNIDAS LOCADORA S.A.,27162,5,Distribuição do Valor Adicionado,2023,947170,Serviços Transporte e Logística,BELO HORIZONTE,MG
45.736.131/0001-70,UNIDAS LOCADORA S.A.,27162,5.1,Pessoal,2023,215874,Serviços Transporte e Logística,BELO HORIZONTE,MG
45.736.131/0001-70,UNIDAS LOCADORA S.A.,27162,5.2,"Impostos, Taxas e Contribuições",2023,71997,Serviços Transporte e Logística,BELO HORIZONTE,MG
45.736.131/0001-70,UNIDAS LOCADORA S.A.,27162,5.3,Remuneração de Capitais de Terceiros,2023,679973,Serviços Transporte e Logística,BELO HORIZONTE,MG
45.736.131/0001-70,UNIDAS LOCADORA S.A.,27162,5.4,Remuneração de Capitais Próprios,2023,-20674,Serviços Transporte e Logística,BELO HORIZONTE,MG
02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,26050,1,Receitas,2023,1075665,Telecomunicações,TIMBÓ,SC
02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,26050,2,Valor Adicionado Bruto,2023,837824,Telecomunicações,TIMBÓ,SC
02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,26050,3,Valor Adicionado Líquido Produzido,2023,619185,Telecomunicações,TIMBÓ,SC
02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,26050,4,Valor Adicionado Total a Distribuir,2023,685252,Telecomunicações,TIMBÓ,SC
02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,26050,5,Distribuição do Valor Adicionado,2023,685252,Telecomunicações,TIMBÓ,SC
02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,26050,5.1,Pessoal,2023,194046,Telecomunicações,TIMBÓ,SC
02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,26050,5.2,"Impostos, Taxas e Contribuições",2023,239643,Telecomunicações,TIMBÓ,SC
02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,26050,5.3,Remuneração de Capitais de Terceiros,2023,106454,Telecomunicações,TIMBÓ,SC
02.255.187/0001-08,UNIFIQUE TELECOMUNICAÇÕES S.A.,26050,5.4,Remuneração de Capitais Próprios,2023,145109,Telecomunicações,TIMBÓ,SC
33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,11592,1,Receitas,2023,6033265,Petroquímicos e Borracha,SÃO PAULO,SP
33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,11592,2,Valor Adicionado Bruto,2023,2229274,Petroquímicos e Borracha,SÃO PAULO,SP
33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,11592,3,Valor Adicionado Líquido Produzido,2023,1982297,Petroquímicos e Borracha,SÃO PAULO,SP
33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,11592,4,Valor Adicionado Total a Distribuir,2023,2344115,Petroquímicos e Borracha,SÃO PAULO,SP
33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,11592,5,Distribuição do Valor Adicionado,2023,2344115,Petroquímicos e Borracha,SÃO PAULO,SP
33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,11592,5.1,Pessoal,2023,489274,Petroquímicos e Borracha,SÃO PAULO,SP
33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,11592,5.2,"Impostos, Taxas e Contribuições",2023,987889,Petroquímicos e Borracha,SÃO PAULO,SP
33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,11592,5.3,Remuneração de Capitais de Terceiros,2023,75679,Petroquímicos e Borracha,SÃO PAULO,SP
33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,11592,5.4,Remuneração de Capitais Próprios,2023,791273,Petroquímicos e Borracha,SÃO PAULO,SP
10.571.175/0001-02,URBA DESENVOLVIMENTO URBANO S.A.,25437,1,Receitas,2023,158569,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG
10.571.175/0001-02,URBA DESENVOLVIMENTO URBANO S.A.,25437,2,Valor Adicionado Bruto,2023,34416,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG
10.571.175/0001-02,URBA DESENVOLVIMENTO URBANO S.A.,25437,3,Valor Adicionado Líquido Produzido,2023,32752,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG
10.571.175/0001-02,URBA DESENVOLVIMENTO URBANO S.A.,25437,4,Valor Adicionado Total a Distribuir,2023,34489,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG
10.571.175/0001-02,URBA DESENVOLVIMENTO URBANO S.A.,25437,5,Distribuição do Valor Adicionado,2023,34489,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG
10.571.175/0001-02,URBA DESENVOLVIMENTO URBANO S.A.,25437,5.1,Pessoal,2023,52013,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG
10.571.175/0001-02,URBA DESENVOLVIMENTO URBANO S.A.,25437,5.2,"Impostos, Taxas e Contribuições",2023,28398,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG
10.571.175/0001-02,URBA DESENVOLVIMENTO URBANO S.A.,25437,5.3,Remuneração de Capitais de Terceiros,2023,23524,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG
10.571.175/0001-02,URBA DESENVOLVIMENTO URBANO S.A.,25437,5.4,Remuneração de Capitais Próprios,2023,-69446,"Construção Civil, Mat. Constr. e Decoração",BELO HORIZONTE,MG
60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,14320,1,Receitas,2023,32632811,Metalurgia e Siderurgia,BELO HORIZONTE,MG
60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,14320,2,Valor Adicionado Bruto,2023,4992900,Metalurgia e Siderurgia,BELO HORIZONTE,MG
60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,14320,3,Valor Adicionado Líquido Produzido,2023,3930930,Metalurgia e Siderurgia,BELO HORIZONTE,MG
60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,14320,4,Valor Adicionado Total a Distribuir,2023,5638076,Metalurgia e Siderurgia,BELO HORIZONTE,MG
60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,14320,5,Distribuição do Valor Adicionado,2023,5638076,Metalurgia e Siderurgia,BELO HORIZONTE,MG
60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,14320,5.1,Pessoal,2023,1618096,Metalurgia e Siderurgia,BELO HORIZONTE,MG
60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,14320,5.2,"Impostos, Taxas e Contribuições",2023,1742668,Metalurgia e Siderurgia,BELO HORIZONTE,MG
