CNPJ_CIA;SETOR_ATIV;ANO;Distribuição_do_Valor_Adicionado;Impostos_Taxas_e_Contribuições;Outros;Pessoal;Receitas;Remuneração_de_Capitais_de_Terceiros;Remuneração_de_Capitais_Próprios;Valor_Adicionado_Bruto;Valor_Adicionado_Líquido_Produzido;Valor_Adicionado_Total_a_Distribuir
01.027.058/0001-91;Intermediação Financeira;2010;6037331.05877075;1881517.51755952;39726.5621284607;432020.404162691;7893099.8050867;90135.5968132645;3593930.97810681;5613345.35179854;5229247.09953141;6037331.05877075
01.027.058/0001-91;Intermediação Financeira;2011;6676149.27777597;2608383.96857759;0;531213.858912722;8738378.95679085;154400.018836743;3382151.43144892;5974604.79453039;5530348.83790648;6676149.27777597
01.027.058/0001-91;Intermediação Financeira;2012;8120825.9581322;3289137.1326515;0;529124.865691471;10594607.6469518;211076.159364966;4091487.80042426;7193960.34872466;6633031.49623743;8120825.9581322
01.027.058/0001-91;Intermediação Financeira;2013;9040919.35253027;3498906.01836003;0;598630.684214149;12310980.4770542;474723.036135403;4468659.61382069;7824675.88197298;7170805.39188026;9040919.35253027
01.027.058/0001-91;Intermediação Financeira;2014;10238499.8835157;3794487.96957849;0;752808.615095013;13150085.9240949;625161.906375807;5066041.3924664;8101587.71350207;7429188.23318998;10238499.8835157
01.027.058/0001-91;Intermediação Financeira;2015;12207096.3620131;4326481.03019318;0;863586.749658237;17226798.2225771;2003123.9091223;5013904.6730394;10064744.2844281;8777044.71947146;12207096.3620131
01.027.058/0001-91;Intermediação Financeira;2016;12821854.2303357;4458397.85206634;0;900648.080299441;17926361.8123104;1833778.65184653;5629029.64612343;10144029.9984721;8844672.49068434;12821854.2303357
01.027.058/0001-91;Intermediação Financeira;2017;11939273.6361137;4228097.09591453;0;879666.311389858;16432412.1900222;1255574.59648816;5575935.63232111;9468829.04560227;8230621.76359894;11939273.6361137
01.027.058/0001-91;Intermediação Financeira;2018;9680427.93449751;3531403.10274235;0;913698.150693152;15949394.8150486;683824.775613782;4551501.90544823;8435613.06305767;7260343.64806487;9680427.93449751
01.027.058/0001-91;Intermediação Financeira;2019;6463562.91436053;2369948.34873336;0;1059968.0728008;14664812.2016308;207427.899761292;2826218.59306508;6169479.58658437;4878028.32174335;6463562.91436053
01.027.058/0001-91;Intermediação Financeira;2020;3029442.38032806;1732745.35715634;0;1111431.5897571;13624041.1231705;587603.44882008;-402338.01540546;3739943.3506344;2298354.04516338;3029442.38032806
01.027.058/0001-91;Intermediação Financeira;2021;3631893444;1980599.8698;0;1133837.46;13518091.7964;852439.5216;-334983.4074;4028139576;2859421.6368;3631893444
01.027.058/0001-91;Intermediação Financeira;2022;6663034;2094093;0;1135360;11934652;1718901;1714680;6306437;5324759;6663034
01.083.200/0001-18;Energia Elétrica;2010;13197507.5738371;7640667.29768193;2677272.33824229;662152.405916651;24324202.5479006;1363028.27826802;854387.253728166;12756648.0096008;11653794.9456964;13197507.5738371
01.083.200/0001-18;Energia Elétrica;2011;14703007.2726829;8571973.5350084;0;775598.352209459;25651719.9099075;1908324.7476012;3447110.63786383;14285076.889185;12982238.4552283;14703007.2726829
01.083.200/0001-18;Energia Elétrica;2012;13031128.5399917;7754852.08006234;0;834235.967562765;27883123.7077299;1697285.0178718;2744755.47449482;12641794.8528119;11413249.1963558;13031128.5399917
01.083.200/0001-18;Energia Elétrica;2013;10570844.6932258;5904062.20892311;315211.202131529;854749.500964826;23663332.2042734;2022278.31548165;1474543.46572465;9932225.73803901;8765606.16571273;10570844.6932258
01.083.200/0001-18;Energia Elétrica;2014;11302397.1013047;6077667.79516994;808311.151756116;954374.267993697;25829751.8195955;3048018.50065105;414025.385733912;10562356.4611787;9333839.68885462;11302397.1013047
01.083.200/0001-18;Energia Elétrica;2015;18876527.8648073;9398260.48272668;283178.331788433;914941.835005239;30388901.2680565;8032178.94437743;247968.270909499;13438136.2722499;12308759.8976196;18876527.8648073
01.083.200/0001-18;Energia Elétrica;2016;18281898.4957462;9473606.50290178;295001.192725686;951124.37277549;29547333.9951518;7380441.54838523;181724.878957996;13812227.7754609;12677837.889434;18281898.4957462
01.083.200/0001-18;Energia Elétrica;2017;18129679.8386785;10710467.1665131;400932.227876675;1313446.46833394;38377884.3979515;5515399.10739093;189434.868563911;15860382.5614465;14566902.6864648;18129679.8386785
01.083.200/0001-18;Energia Elétrica;2018;26403203.0780361;13756964.6227252;1195345.081087;1387906.79485569;47333968.217676;9248431.02315135;814555.556216899;20200025.2686991;18554321.2481481;26403203.0780361
01.083.200/0001-18;Energia Elétrica;2019;25272606.9331248;14452783.5034116;2024506.17348599;1487527.78623513;49447349.392793;6538520.96654333;769268.503448707;22018422.1400932;20240839.5979633;25272606.9331248
01.083.200/0001-18;Energia Elétrica;2020;28118960.3295;13880515.00014;2389677.24654;1510489.15632;51573242.87334;9362947.73814;975331.18836;21934526.58288;20034831.63168;28118960.3295
01.083.200/0001-18;Energia Elétrica;2021;29787667.2;16678431;3119083.2;1696899.6;63203698.8;7116201;1177052.4;27689259.6;25050929.4;29787667.2
01.083.200/0001-18;Energia Elétrica;2022;33320000;16189000;3534000;1797000;60467000;10547000;1253000;28952000;26471000;33320000
01.107.327/0001-20;Serviços Transporte e Logística;2017;191413.092369945;58925.7042236143;0;101774.581005728;440328.038517522;26651.760781356;4061.04635924705;210723.328583634;189145.914524828;191413.092369945
01.107.327/0001-20;Serviços Transporte e Logística;2018;270220.155307754;95726.6671193547;0;135099.990013104;745499.350347366;32058.5223779239;7334.97579737191;292274.25994864;267179.992569665;270220.155307754
01.107.327/0001-20;Serviços Transporte e Logística;2019;327203.511678815;115598.236930641;0;160612.991024727;863877.034030551;34362.6293447398;16629.654378707;366711.341087038;319425.827406975;327203.511678815
01.107.327/0001-20;Serviços Transporte e Logística;2020;604097.2027287;223420.34316924;0;327100.8285333;1405568.07748476;43267.86921474;10308.16181142;684494.84143476;596849.40314964;604097.2027287
01.107.327/0001-20;Serviços Transporte e Logística;2021;706338.1566;218053.7118;0;406328.2092;1736966.9286;69252.7338;12703.5018;785540.8926;695609.4402;706338.1566
01.107.327/0001-20;Serviços Transporte e Logística;2022;761303;293681;0;409654;1975779;129067;-71099;864420;752242;761303
01.109.184/0001-95;Telecomunicações;2010;890139.173315674;231427.087679348;0;271582.696678796;1774939.09668128;193849.732562037;193279.656395493;869878.626630159;688679.81777793;890139.173315674
01.287.588/0001-79;Têxtil e Vestuário;2017;1391392.14724782;329126.495422235;0;664321.025665226;2745481.76628272;87836.7979440491;310107.828216309;1373955.53609298;1283422.70544038;1391392.14724782
01.386.256/0001-41;Comércio (Atacado e Varejo);2010;3514461.96322504;1007519.24643664;0;1044093.5058602;4645965.8237365;129949.557378408;1332899.65354979;3554409.00777332;3514461.96322504;3514461.96322504
01.468.594/0001-22;Comunicação e Informática;2020;107726.60394;25448.9622426;0;64612.7953524;149700.59555688;1414.34605818;16250.50028682;114087.10697478;107119.62823608;107726.60394
01.468.594/0001-22;Comunicação e Informática;2021;121706.5842;26761.5648;0;76688028;171679.5378;1957.8798;16299.1116;127475.6202;121001832;121706.5842
01.545.826/0001-07;"Construção Civil; Mat. Constr. e Decoração";2010;2841696.60623577;756040.176522948;0;624084.427757053;8002437.23570476;635160.193278468;826411.808677304;2654447.44197138;2587277.77072458;2841696.60623577
01.545.826/0001-07;"Construção Civil; Mat. Constr. e Decoração";2011;169418.916172649;820944.623653308;0;335680.482364245;5921417.45925786;778047.633762808;-1765253.82360771;151586.427670196;-4278.30263704736;169418.916172649
01.545.826/0001-07;"Construção Civil; Mat. Constr. e Decoração";2012;1946898.23349145;640251.446055078;0;671813.261541863;7504132.30065132;854915.983209917;-220082.45731541;1959192.40468778;1804372.46362956;1946898.23349145
01.545.826/0001-07;"Construção Civil; Mat. Constr. e Decoração";2013;3055541.80939237;442578.650457435;0;476810.616091298;5567405.25946245;686307.370960672;1449845.17188296;2384821.92495586;2279500.25694882;3055541.80939237
01.545.826/0001-07;"Construção Civil; Mat. Constr. e Decoração";2014;1188331.08548707;361749.850509817;0;340495.066300869;3659172.60898021;553031.894733568;-66945.7260571863;1036018.5057157;911326.603773043;1188331.08548707
01.545.826/0001-07;"Construção Civil; Mat. Constr. e Decoração";2015;1249652.30909955;346890.279410721;0;308674.533866953;3548692.65589864;487783.354438379;106304.1413835;1080481.52428454;1012771.51630048;1249652.30909955
01.545.826/0001-07;"Construção Civil; Mat. Constr. e Decoração";2016;-819969.973542926;255883.882525129;0;154808.854148834;1323551.52108974;334993.098813364;-1565655.80903025;-787966.491734992;-833569.26682158;-819969.973542926
01.545.826/0001-07;"Construção Civil; Mat. Constr. e Decoração";2017;-591031.298485176;58256.272241665;0;123138.875117156;859949.447546508;338746.965194077;-1111173.41103807;-320151.922914228;-362051.566065686;-591031.298485176
01.545.826/0001-07;"Construção Civil; Mat. Constr. e Decoração";2018;-55644.687461273;102564.826608636;0;94949.9187798015;1321663.77980684;275844.015038935;-529003.447888645;-33931.0406964897;-60776.7747047497;-55644.687461273
01.545.826/0001-07;"Construção Civil; Mat. Constr. e Decoração";2019;164918.602834258;8596.70624291371;0;29094.0315839898;529024.074902546;143852.680260679;-16624.815253324;167311.550336156;150155.641072047;164918.602834258
01.545.826/0001-07;"Construção Civil; Mat. Constr. e Decoração";2020;249289.78667238;77923.40186718;0;45930.91719816;1083072.85085754;214073.61233922;-88638.14473218;228532.14427878;218943.31817754;249289.78667238
01.545.826/0001-07;"Construção Civil; Mat. Constr. e Decoração";2021;471938.8428;145551933;0;79125.6042;902398.7394;161408.3292;85852.9764;386174.6208;364106.4732;471938.8428
01.545.826/0001-07;"Construção Civil; Mat. Constr. e Decoração";2022;353433;73729;0;67736;1175010;295142;-83174;189732;155035;353433
01.547.749/0001-16;Energia Elétrica;2010;2459399.95356117;1221035.61358037;221404.076054337;119930.51840961;4396379.72450823;249433.151964073;647596.593552783;2311817.76158205;2111657.4646259;2459399.95356117
01.547.749/0001-16;Energia Elétrica;2011;562395.025293648;286805.078308439;48314.9277278086;33766.8305074209;1037030.66714945;67552.3435591084;125955.845190871;521487.726367539;464612.456856783;562395.025293648
01.599.101/0001-93;Serviços Transporte e Logística;2019;298855.915185154;98961.3238638593;0;160039.554666841;739083.249090849;48500.1341511977;-8645.09749674379;344038.8288863;295132.208202929;298855.915185154
01.599.101/0001-93;Serviços Transporte e Logística;2020;550801.4925429;211857.68767968;0;258670.10966922;1374869.4704136;72132.80731776;8140.88787624;622177.89693192;541329.65985024;550801.4925429
01.599.101/0001-93;Serviços Transporte e Logística;2021;785079.1584;295740.2268;0;380591.5464;1949967.9792;127619.3178;-18871.9326;907496.8344;765555.3036;785079.1584
01.599.101/0001-93;Serviços Transporte e Logística;2022;882544;330051;0;429622;2149536;229743;-106872;1027162;870866;882544
01.608.571/0001-76;Crédito Imobiliário;2010;-198.632810642303;498.568354712182;0;0;0;0;-697.201165354485;-3321.14059393931;-3321.14059393931;-198.632810642303
01.608.571/0001-76;Crédito Imobiliário;2011;-242.87307546557;429.698518131394;0;0;0;20.5507986932406;-693.122392290205;-3004.15311806644;-3004.15311806644;-242.87307546557
01.608.571/0001-76;Crédito Imobiliário;2012;519.696093705668;270.454089581521;0;0;0;40.6564971266339;208.585506997513;-1689.89614143748;-1689.89614143748;519.696093705668
01.608.571/0001-76;Crédito Imobiliário;2015;-10065.116960769;968.101759029843;0;0;0;1063.76963197232;-12096.9883517711;-17040.304413366;-17040.304413366;-10065.116960769
01.608.571/0001-76;Crédito Imobiliário;2016;-2713.93831434108;187.028966630347;0;0;0;1054.89719308052;-3955.86447405194;-7015.60454683905;-7015.60454683905;-2713.93831434108
01.637.895/0001-32;"Construção Civil; Mat. Constr. e Decoração";2022;12388278;4642669;83526;3381112;30109824;3135517;1145454;12369944;10523089;12388278
01.772.313/0001-20;Sem Setor Principal;2010;-158.906248513843;436.992183413068;0;0;0;0;-595.89843192691;-3325.11325015216;-3325.11325015216;-158.906248513843
01.772.313/0001-20;Sem Setor Principal;2011;-242.87307546557;422.225500424761;0;0;0;0;-665.098575890331;-2994.81184593315;-2994.81184593315;-242.87307546557
01.772.313/0001-20;Sem Setor Principal;2012;37.1211495504049;229.797592454887;0;0;0;0;-192.676442904482;-1691.66381522559;-1691.66381522559;37.1211495504049
01.832.635/0001-18;Serviços Transporte e Logística;2010;12968569.3552751;3655664.06932634;0;3809240.99953065;23586730.5665165;4174949.82618851;1328714.46022956;10833822.8127401;9443851.98003655;12968569.3552751
01.832.635/0001-18;Serviços Transporte e Logística;2011;15372785.825912;3234925.50961055;0;4118346.42954573;25477540.6814558;8508086.7066344;-488572.819878675;11264800.7354165;9877180.91557808;15372785.825912
01.838.723/0001-27;Alimentos;2010;17945133.6700603;7012405.62191707;0;6285651.86699522;51276251.6317713;3048090.00078987;1598986.18035812;17858068.9364995;16308790.6170047;17945133.6700603
01.838.723/0001-27;Alimentos;2011;19651506.9519509;6992056.15528847;0;7036148.82801203;54991607.5898417;3072968.40161797;2550333.56703246;19709803.9630804;18053899.071065;19651506.9519509
01.838.723/0001-27;Alimentos;2012;18117984.6121343;6260966.21429372;0;7132986.20907744;57351935.6517403;3273360.64409258;1450671.54467058;17886210.7603843;16177460.6103228;18117984.6121343
01.838.723/0001-27;Alimentos;2013;19513188.1525304;6252686.39015657;0;7479596.74244205;57311474.0961393;3997792.49998973;1783112.51994206;19256688.2563322;17290976.8391911;19513188.1525304
01.838.723/0001-27;Alimentos;2014;20092782.0566871;5815431.0538205;0;6423207.11627678;51529990.9023371;4494892.0323271;3359251.85426275;19488492.603292;17552578.096163;20092782.0566871
01.838.723/0001-27;Alimentos;2015;23254595.296697;4603699.39628517;0;6808746.77185762;51995383.2812124;7633091.13118634;4209057.99736785;20490272.1080241;18610212.7804733;23254595.296697
01.838.723/0001-27;Alimentos;2016;17624642.3776395;4993010.06168818;0;6568087.28672092;51630355.3874078;6557811.45781333;-494266.428582914;16543602.8407269;14386928.7694841;17624642.3776395
01.838.723/0001-27;Alimentos;2017;15514869.3647943;4859677.40622821;0;6902003.24698661;48141808.7365811;5189923.10824526;-1436734.39666583;15966492.7605228;13458716.8771431;15514869.3647943
01.838.723/0001-27;Alimentos;2018;13367459.3762269;4451221.92947477;0;6045743.78265162;43188273.1862159;5536790.78175524;-2666297.11765475;13462356.3348926;11259214.3290229;13367459.3762269
01.838.723/0001-27;Alimentos;2019;17110202.5150853;4710010.25910127;0;6342993.6858802;46127230.3066366;4589418.04477537;1467780.52532842;17782532.4490802;14998489.2532907;17110202.5150853
01.838.723/0001-27;Alimentos;2020;15962592.250161;4906870.35832872;0;6699963.4640019;51210181.0510506;2745571.19544036;1610187.23239002;18250186.3767868;15476657.2317475;15962592.250161
01.838.723/0001-27;Alimentos;2021;15544325.1636;4920967.6326;0;6098549.3892;57842994.3228;3978214.1694;546593.9724;17881814.9286;14980017.2922;15544325.1636
01.838.723/0001-27;Alimentos;2022;13111388;5915545;0;6116739;59754111;4169782;-3090678;15020555;12028850;13111388
01.917.705/0001-30;Energia Elétrica;2010;14576096.7464908;8273169.78395401;0;1149017.31542579;29489706.3921688;2558789.85302226;2595119.79408874;15128498.5655432;14023760.4762658;14576096.7464908
01.917.705/0001-30;Energia Elétrica;2011;15296430.2674945;10708598.9735472;0;1029538.96689855;28620684.4558479;715674.091474396;2842618.23557429;15686660.0426083;14660454.0416069;15296430.2674945
01.917.705/0001-30;Energia Elétrica;2012;10441984.9244122;8700967.65702244;0;1089111.54804963;27000388.0744426;574410.900469177;77494.8188709404;10893558.4056715;10015264.9366138;10441984.9244122
01.917.705/0001-30;Energia Elétrica;2013;7283533.03809753;5424324.96953095;0;1261384.67107676;21050230.3190483;346158.864632218;251664.532857594;7756848.75451887;6951938.76252509;7283533.03809753
01.917.705/0001-30;Energia Elétrica;2014;7285167.36359561;5297696.35569242;0;1385799.658063;22701336.7711979;881550.395974217;-279879.046134022;7576797.9815156;6764185.2100965;7285167.36359561
01.917.705/0001-30;Energia Elétrica;2015;17041789.4072147;14397550.8172651;0;1410487.13806026;34794943.6994491;1156244.76814018;77506.6837491134;17132809.5349866;16366578.410895;17041789.4072147
01.917.705/0001-30;Energia Elétrica;2016;302324.924131219;-3038.21155864261;333448.427923496;110.333634990564;0;2311.62420626573;-30507.250074891;-1581.00025748675;-1581.00025748675;302324.924131219
01.917.818/0001-36;Energia Elétrica;2011;545306.102053005;170197.978268565;0;37409.9266394045;707655.543475179;168154.107925801;169544.089219235;626752.653783171;520292.043534478;545306.102053005
