CNPJ_CIA,DENOM_CIA,CD_CVM,CD_CONTA,DS_CONTA,VL_CONTA,SETOR_ATIV,MUN,UF,ANO
91.333.666/0001-17,RECRUSUL S.A.,12572,5.4,Remuneração de Capitais Próprios,-5177,"Máquinas, Equipamentos, Veículos e Peças",SAPUCAIA DO SUL,RS,2023
06.047.087/0001-39,REDE D'OR SÃO LUIZ S.A.,24821,1,Receitas,48302139,Serviços Médicos,SÃO PAULO,SP,2023
06.047.087/0001-39,REDE D'OR SÃO LUIZ S.A.,24821,2,Valor Adicionado Bruto,17616024,Serviços Médicos,SÃO PAULO,SP,2023
06.047.087/0001-39,REDE D'OR SÃO LUIZ S.A.,24821,3,Valor Adicionado Líquido Produzido,16115991,Serviços Médicos,SÃO PAULO,SP,2023
06.047.087/0001-39,REDE D'OR SÃO LUIZ S.A.,24821,4,Valor Adicionado Total a Distribuir,25599224,Serviços Médicos,SÃO PAULO,SP,2023
06.047.087/0001-39,REDE D'OR SÃO LUIZ S.A.,24821,5,Distribuição do Valor Adicionado,25599224,Serviços Médicos,SÃO PAULO,SP,2023
06.047.087/0001-39,REDE D'OR SÃO LUIZ S.A.,24821,5.1,Pessoal,8216159,Serviços Médicos,SÃO PAULO,SP,2023
06.047.087/0001-39,REDE D'OR SÃO LUIZ S.A.,24821,5.2,"Impostos, Taxas e Contribuições",2211890,Serviços Médicos,SÃO PAULO,SP,2023
06.047.087/0001-39,REDE D'OR SÃO LUIZ S.A.,24821,5.3,Remuneração de Capitais de Terceiros,13057474,Serviços Médicos,SÃO PAULO,SP,2023
06.047.087/0001-39,REDE D'OR SÃO LUIZ S.A.,24821,5.4,Remuneração de Capitais Próprios,2113701,Serviços Médicos,SÃO PAULO,SP,2023
61.584.140/0001-49,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,1,Receitas,23209647,Energia Elétrica,CATAGUASES,MG,2023
61.584.140/0001-49,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,2,Valor Adicionado Bruto,12116063,Energia Elétrica,CATAGUASES,MG,2023
61.584.140/0001-49,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,3,Valor Adicionado Líquido Produzido,11334686,Energia Elétrica,CATAGUASES,MG,2023
61.584.140/0001-49,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,4,Valor Adicionado Total a Distribuir,12115132,Energia Elétrica,CATAGUASES,MG,2023
61.584.140/0001-49,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,5,Distribuição do Valor Adicionado,12115132,Energia Elétrica,CATAGUASES,MG,2023
61.584.140/0001-49,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,5.1,Pessoal,613292,Energia Elétrica,CATAGUASES,MG,2023
61.584.140/0001-49,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,5.2,"Impostos, Taxas e Contribuições",7344954,Energia Elétrica,CATAGUASES,MG,2023
61.584.140/0001-49,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,5.3,Remuneração de Capitais de Terceiros,1859670,Energia Elétrica,CATAGUASES,MG,2023
61.584.140/0001-49,REDE ENERGIA PARTICIPAÇÕES S.A.,3190,5.4,Remuneração de Capitais Próprios,1687649,Energia Elétrica,CATAGUASES,MG,2023
08.534.605/0001-74,RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,21636,1,Receitas,424536,Energia Elétrica,SÃO PAULO,SP,2023
08.534.605/0001-74,RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,21636,2,Valor Adicionado Bruto,351267,Energia Elétrica,SÃO PAULO,SP,2023
08.534.605/0001-74,RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,21636,3,Valor Adicionado Líquido Produzido,248541,Energia Elétrica,SÃO PAULO,SP,2023
08.534.605/0001-74,RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,21636,4,Valor Adicionado Total a Distribuir,258922,Energia Elétrica,SÃO PAULO,SP,2023
08.534.605/0001-74,RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,21636,5,Distribuição do Valor Adicionado,258922,Energia Elétrica,SÃO PAULO,SP,2023
08.534.605/0001-74,RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,21636,5.1,Pessoal,32132,Energia Elétrica,SÃO PAULO,SP,2023
08.534.605/0001-74,RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,21636,5.2,"Impostos, Taxas e Contribuições",87391,Energia Elétrica,SÃO PAULO,SP,2023
08.534.605/0001-74,RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,21636,5.3,Remuneração de Capitais de Terceiros,148637,Energia Elétrica,SÃO PAULO,SP,2023
08.534.605/0001-74,RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,21636,5.4,Remuneração de Capitais Próprios,-9238,Energia Elétrica,SÃO PAULO,SP,2023
38.199.406/0001-18,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,25720,1,Receitas,127637,Energia Elétrica,SÃO PAULO,SP,2023
38.199.406/0001-18,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,25720,2,Valor Adicionado Bruto,6424,Energia Elétrica,SÃO PAULO,SP,2023
38.199.406/0001-18,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,25720,3,Valor Adicionado Líquido Produzido,34330,Energia Elétrica,SÃO PAULO,SP,2023
38.199.406/0001-18,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,25720,4,Valor Adicionado Total a Distribuir,42945,Energia Elétrica,SÃO PAULO,SP,2023
38.199.406/0001-18,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,25720,5,Distribuição do Valor Adicionado,42945,Energia Elétrica,SÃO PAULO,SP,2023
38.199.406/0001-18,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,25720,5.1,Pessoal,0,Energia Elétrica,SÃO PAULO,SP,2023
38.199.406/0001-18,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,25720,5.2,"Impostos, Taxas e Contribuições",14747,Energia Elétrica,SÃO PAULO,SP,2023
38.199.406/0001-18,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,25720,5.3,Remuneração de Capitais de Terceiros,165404,Energia Elétrica,SÃO PAULO,SP,2023
38.199.406/0001-18,RIO ALTO ENERGIAS RENOVÁVEIS S.A.,25720,5.4,Remuneração de Capitais Próprios,-137206,Energia Elétrica,SÃO PAULO,SP,2023
40.480.481/0001-02,RIO ALTO STL HOLDING I S.A.,27006,1,Receitas,34,Energia Elétrica,SANTA LUZIA,PB,2023
40.480.481/0001-02,RIO ALTO STL HOLDING I S.A.,27006,2,Valor Adicionado Bruto,-11795,Energia Elétrica,SANTA LUZIA,PB,2023
40.480.481/0001-02,RIO ALTO STL HOLDING I S.A.,27006,3,Valor Adicionado Líquido Produzido,-11795,Energia Elétrica,SANTA LUZIA,PB,2023
40.480.481/0001-02,RIO ALTO STL HOLDING I S.A.,27006,4,Valor Adicionado Total a Distribuir,-11794,Energia Elétrica,SANTA LUZIA,PB,2023
40.480.481/0001-02,RIO ALTO STL HOLDING I S.A.,27006,5,Distribuição do Valor Adicionado,-11794,Energia Elétrica,SANTA LUZIA,PB,2023
40.480.481/0001-02,RIO ALTO STL HOLDING I S.A.,27006,5.1,Pessoal,0,Energia Elétrica,SANTA LUZIA,PB,2023
40.480.481/0001-02,RIO ALTO STL HOLDING I S.A.,27006,5.2,"Impostos, Taxas e Contribuições",10185,Energia Elétrica,SANTA LUZIA,PB,2023
40.480.481/0001-02,RIO ALTO STL HOLDING I S.A.,27006,5.3,Remuneração de Capitais de Terceiros,14290,Energia Elétrica,SANTA LUZIA,PB,2023
40.480.481/0001-02,RIO ALTO STL HOLDING I S.A.,27006,5.4,Remuneração de Capitais Próprios,-51978,Energia Elétrica,SANTA LUZIA,PB,2023
02.998.301/0001-81,RIO PARANAPANEMA ENERGIA S.A.,18368,1,Receitas,1576764,Energia Elétrica,SÃO PAULO,SP,2023
02.998.301/0001-81,RIO PARANAPANEMA ENERGIA S.A.,18368,2,Valor Adicionado Bruto,1073662,Energia Elétrica,SÃO PAULO,SP,2023
02.998.301/0001-81,RIO PARANAPANEMA ENERGIA S.A.,18368,3,Valor Adicionado Líquido Produzido,889575,Energia Elétrica,SÃO PAULO,SP,2023
02.998.301/0001-81,RIO PARANAPANEMA ENERGIA S.A.,18368,4,Valor Adicionado Total a Distribuir,982769,Energia Elétrica,SÃO PAULO,SP,2023
02.998.301/0001-81,RIO PARANAPANEMA ENERGIA S.A.,18368,5,Distribuição do Valor Adicionado,982769,Energia Elétrica,SÃO PAULO,SP,2023
02.998.301/0001-81,RIO PARANAPANEMA ENERGIA S.A.,18368,5.1,Pessoal,78127,Energia Elétrica,SÃO PAULO,SP,2023
02.998.301/0001-81,RIO PARANAPANEMA ENERGIA S.A.,18368,5.2,"Impostos, Taxas e Contribuições",379235,Energia Elétrica,SÃO PAULO,SP,2023
02.998.301/0001-81,RIO PARANAPANEMA ENERGIA S.A.,18368,5.3,Remuneração de Capitais de Terceiros,129398,Energia Elétrica,SÃO PAULO,SP,2023
02.998.301/0001-81,RIO PARANAPANEMA ENERGIA S.A.,18368,5.4,Remuneração de Capitais Próprios,396009,Energia Elétrica,SÃO PAULO,SP,2023
67.010.660/0001-24,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,20451,1,Receitas,493705,"Construção Civil, Mat. Constr. e Decoração",SÃO JOSÉ DO RIO PRETO,SP,2023
67.010.660/0001-24,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,20451,2,Valor Adicionado Bruto,-39083,"Construção Civil, Mat. Constr. e Decoração",SÃO JOSÉ DO RIO PRETO,SP,2023
67.010.660/0001-24,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,20451,3,Valor Adicionado Líquido Produzido,-43848,"Construção Civil, Mat. Constr. e Decoração",SÃO JOSÉ DO RIO PRETO,SP,2023
67.010.660/0001-24,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,20451,4,Valor Adicionado Total a Distribuir,5646,"Construção Civil, Mat. Constr. e Decoração",SÃO JOSÉ DO RIO PRETO,SP,2023
67.010.660/0001-24,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,20451,5,Distribuição do Valor Adicionado,5646,"Construção Civil, Mat. Constr. e Decoração",SÃO JOSÉ DO RIO PRETO,SP,2023
67.010.660/0001-24,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,20451,5.1,Pessoal,16628,"Construção Civil, Mat. Constr. e Decoração",SÃO JOSÉ DO RIO PRETO,SP,2023
67.010.660/0001-24,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,20451,5.2,"Impostos, Taxas e Contribuições",32828,"Construção Civil, Mat. Constr. e Decoração",SÃO JOSÉ DO RIO PRETO,SP,2023
67.010.660/0001-24,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,20451,5.3,Remuneração de Capitais de Terceiros,151182,"Construção Civil, Mat. Constr. e Decoração",SÃO JOSÉ DO RIO PRETO,SP,2023
67.010.660/0001-24,RNI NEGÓCIOS IMOBILIÁRIOS S.A.,20451,5.4,Remuneração de Capitais Próprios,-194992,"Construção Civil, Mat. Constr. e Decoração",SÃO JOSÉ DO RIO PRETO,SP,2023
59.981.829/0001-65,RODOBENS SA,25801,1,Receitas,6072345,"Máquinas, Equipamentos, Veículos e Peças",SÃO JOSÉ DO RIO PRETO,SP,2023
59.981.829/0001-65,RODOBENS SA,25801,2,Valor Adicionado Bruto,1381428,"Máquinas, Equipamentos, Veículos e Peças",SÃO JOSÉ DO RIO PRETO,SP,2023
59.981.829/0001-65,RODOBENS SA,25801,3,Valor Adicionado Líquido Produzido,1305248,"Máquinas, Equipamentos, Veículos e Peças",SÃO JOSÉ DO RIO PRETO,SP,2023
59.981.829/0001-65,RODOBENS SA,25801,4,Valor Adicionado Total a Distribuir,1469823,"Máquinas, Equipamentos, Veículos e Peças",SÃO JOSÉ DO RIO PRETO,SP,2023
59.981.829/0001-65,RODOBENS SA,25801,5,Distribuição do Valor Adicionado,1469823,"Máquinas, Equipamentos, Veículos e Peças",SÃO JOSÉ DO RIO PRETO,SP,2023
59.981.829/0001-65,RODOBENS SA,25801,5.1,Pessoal,315760,"Máquinas, Equipamentos, Veículos e Peças",SÃO JOSÉ DO RIO PRETO,SP,2023
59.981.829/0001-65,RODOBENS SA,25801,5.2,"Impostos, Taxas e Contribuições",561844,"Máquinas, Equipamentos, Veículos e Peças",SÃO JOSÉ DO RIO PRETO,SP,2023
59.981.829/0001-65,RODOBENS SA,25801,5.3,Remuneração de Capitais de Terceiros,77638,"Máquinas, Equipamentos, Veículos e Peças",SÃO JOSÉ DO RIO PRETO,SP,2023
59.981.829/0001-65,RODOBENS SA,25801,5.4,Remuneração de Capitais Próprios,508023,"Máquinas, Equipamentos, Veículos e Peças",SÃO JOSÉ DO RIO PRETO,SP,2023
41.508.382/0001-46,RODOVIAS DO BRASIL HOLDING S.A.,26352,1,Receitas,1349793,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
41.508.382/0001-46,RODOVIAS DO BRASIL HOLDING S.A.,26352,2,Valor Adicionado Bruto,921711,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
41.508.382/0001-46,RODOVIAS DO BRASIL HOLDING S.A.,26352,3,Valor Adicionado Líquido Produzido,753606,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
41.508.382/0001-46,RODOVIAS DO BRASIL HOLDING S.A.,26352,4,Valor Adicionado Total a Distribuir,858978,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
41.508.382/0001-46,RODOVIAS DO BRASIL HOLDING S.A.,26352,5,Distribuição do Valor Adicionado,858978,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
41.508.382/0001-46,RODOVIAS DO BRASIL HOLDING S.A.,26352,5.1,Pessoal,48515,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
41.508.382/0001-46,RODOVIAS DO BRASIL HOLDING S.A.,26352,5.2,"Impostos, Taxas e Contribuições",180112,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
41.508.382/0001-46,RODOVIAS DO BRASIL HOLDING S.A.,26352,5.3,Remuneração de Capitais de Terceiros,516395,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
41.508.382/0001-46,RODOVIAS DO BRASIL HOLDING S.A.,26352,5.4,Remuneração de Capitais Próprios,113956,Serviços Transporte e Logística,RIO DE JANEIRO,RJ,2023
56.720.428/0001-63,ROMI S.A.,7510,1,Receitas,1523919,"Máquinas, Equipamentos, Veículos e Peças",SANTA BÁRBARA D'OESTE,SP,2023
56.720.428/0001-63,ROMI S.A.,7510,2,Valor Adicionado Bruto,639449,"Máquinas, Equipamentos, Veículos e Peças",SANTA BÁRBARA D'OESTE,SP,2023
56.720.428/0001-63,ROMI S.A.,7510,3,Valor Adicionado Líquido Produzido,583411,"Máquinas, Equipamentos, Veículos e Peças",SANTA BÁRBARA D'OESTE,SP,2023
56.720.428/0001-63,ROMI S.A.,7510,4,Valor Adicionado Total a Distribuir,619640,"Máquinas, Equipamentos, Veículos e Peças",SANTA BÁRBARA D'OESTE,SP,2023
56.720.428/0001-63,ROMI S.A.,7510,5,Distribuição do Valor Adicionado,619640,"Máquinas, Equipamentos, Veículos e Peças",SANTA BÁRBARA D'OESTE,SP,2023
56.720.428/0001-63,ROMI S.A.,7510,5.1,Pessoal,322088,"Máquinas, Equipamentos, Veículos e Peças",SANTA BÁRBARA D'OESTE,SP,2023
56.720.428/0001-63,ROMI S.A.,7510,5.2,"Impostos, Taxas e Contribuições",93440,"Máquinas, Equipamentos, Veículos e Peças",SANTA BÁRBARA D'OESTE,SP,2023
56.720.428/0001-63,ROMI S.A.,7510,5.3,Remuneração de Capitais de Terceiros,40966,"Máquinas, Equipamentos, Veículos e Peças",SANTA BÁRBARA D'OESTE,SP,2023
56.720.428/0001-63,ROMI S.A.,7510,5.4,Remuneração de Capitais Próprios,163146,"Máquinas, Equipamentos, Veículos e Peças",SANTA BÁRBARA D'OESTE,SP,2023
61.065.751/0001-80,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,16306,1,Receitas,-73350,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
61.065.751/0001-80,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,16306,2,Valor Adicionado Bruto,-220955,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
61.065.751/0001-80,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,16306,3,Valor Adicionado Líquido Produzido,-221883,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
61.065.751/0001-80,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,16306,4,Valor Adicionado Total a Distribuir,833117,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
61.065.751/0001-80,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,16306,5,Distribuição do Valor Adicionado,833117,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
61.065.751/0001-80,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,16306,5.1,Pessoal,5349,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
61.065.751/0001-80,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,16306,5.2,"Impostos, Taxas e Contribuições",469688,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
61.065.751/0001-80,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,16306,5.3,Remuneração de Capitais de Terceiros,103377,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
61.065.751/0001-80,ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,16306,5.4,Remuneração de Capitais Próprios,254703,"Construção Civil, Mat. Constr. e Decoração",SÃO PAULO,SP,2023
02.387.241/0001-60,RUMO S.A.,17450,1,Receitas,11692585,Serviços Transporte e Logística,CURITIBA,PR,2023
02.387.241/0001-60,RUMO S.A.,17450,2,Valor Adicionado Bruto,7664152,Serviços Transporte e Logística,CURITIBA,PR,2023
02.387.241/0001-60,RUMO S.A.,17450,3,Valor Adicionado Líquido Produzido,5488318,Serviços Transporte e Logística,CURITIBA,PR,2023
02.387.241/0001-60,RUMO S.A.,17450,4,Valor Adicionado Total a Distribuir,6758479,Serviços Transporte e Logística,CURITIBA,PR,2023
02.387.241/0001-60,RUMO S.A.,17450,5,Distribuição do Valor Adicionado,6758479,Serviços Transporte e Logística,CURITIBA,PR,2023
02.387.241/0001-60,RUMO S.A.,17450,5.1,Pessoal,1163821,Serviços Transporte e Logística,CURITIBA,PR,2023
02.387.241/0001-60,RUMO S.A.,17450,5.2,"Impostos, Taxas e Contribuições",1029120,Serviços Transporte e Logística,CURITIBA,PR,2023
02.387.241/0001-60,RUMO S.A.,17450,5.3,Remuneração de Capitais de Terceiros,3843621,Serviços Transporte e Logística,CURITIBA,PR,2023
02.387.241/0001-60,RUMO S.A.,17450,5.4,Remuneração de Capitais Próprios,721917,Serviços Transporte e Logística,CURITIBA,PR,2023
03.818.379/0001-30,SABER SERVIÇOS EDUCACIONAIS S.A.,24490,1,Receitas,796271,Educação,BELO HORIZONTE,MG,2023
03.818.379/0001-30,SABER SERVIÇOS EDUCACIONAIS S.A.,24490,2,Valor Adicionado Bruto,655631,Educação,BELO HORIZONTE,MG,2023
03.818.379/0001-30,SABER SERVIÇOS EDUCACIONAIS S.A.,24490,3,Valor Adicionado Líquido Produzido,607332,Educação,BELO HORIZONTE,MG,2023
03.818.379/0001-30,SABER SERVIÇOS EDUCACIONAIS S.A.,24490,4,Valor Adicionado Total a Distribuir,779956,Educação,BELO HORIZONTE,MG,2023
03.818.379/0001-30,SABER SERVIÇOS EDUCACIONAIS S.A.,24490,5,Distribuição do Valor Adicionado,779956,Educação,BELO HORIZONTE,MG,2023
03.818.379/0001-30,SABER SERVIÇOS EDUCACIONAIS S.A.,24490,5.1,Pessoal,263260,Educação,BELO HORIZONTE,MG,2023
03.818.379/0001-30,SABER SERVIÇOS EDUCACIONAIS S.A.,24490,5.2,"Impostos, Taxas e Contribuições",-8791,Educação,BELO HORIZONTE,MG,2023
03.818.379/0001-30,SABER SERVIÇOS EDUCACIONAIS S.A.,24490,5.3,Remuneração de Capitais de Terceiros,186376,Educação,BELO HORIZONTE,MG,2023
03.818.379/0001-30,SABER SERVIÇOS EDUCACIONAIS S.A.,24490,5.4,Remuneração de Capitais Próprios,339111,Educação,BELO HORIZONTE,MG,2023
13.522.948/0001-59,SAFIRA HOLDING S.A.,27138,1,Receitas,1090619,Energia Elétrica,BARUERI,SP,2023
13.522.948/0001-59,SAFIRA HOLDING S.A.,27138,2,Valor Adicionado Bruto,100341,Energia Elétrica,BARUERI,SP,2023
13.522.948/0001-59,SAFIRA HOLDING S.A.,27138,3,Valor Adicionado Líquido Produzido,99030,Energia Elétrica,BARUERI,SP,2023
13.522.948/0001-59,SAFIRA HOLDING S.A.,27138,4,Valor Adicionado Total a Distribuir,104950,Energia Elétrica,BARUERI,SP,2023
13.522.948/0001-59,SAFIRA HOLDING S.A.,27138,5,Distribuição do Valor Adicionado,104950,Energia Elétrica,BARUERI,SP,2023
13.522.948/0001-59,SAFIRA HOLDING S.A.,27138,5.1,Pessoal,10230,Energia Elétrica,BARUERI,SP,2023
13.522.948/0001-59,SAFIRA HOLDING S.A.,27138,5.2,"Impostos, Taxas e Contribuições",55115,Energia Elétrica,BARUERI,SP,2023
13.522.948/0001-59,SAFIRA HOLDING S.A.,27138,5.3,Remuneração de Capitais de Terceiros,2283,Energia Elétrica,BARUERI,SP,2023
13.522.948/0001-59,SAFIRA HOLDING S.A.,27138,5.4,Remuneração de Capitais Próprios,37322,Energia Elétrica,BARUERI,SP,2023
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,1,Receitas,1153070,Petroquímicos e Borracha,CAMAÇARI,BA,2023
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,2,Valor Adicionado Bruto,424975,Petroquímicos e Borracha,CAMAÇARI,BA,2023
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,3,Valor Adicionado Líquido Produzido,410136,Petroquímicos e Borracha,CAMAÇARI,BA,2023
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,4,Valor Adicionado Total a Distribuir,416723,Petroquímicos e Borracha,CAMAÇARI,BA,2023
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,5,Distribuição do Valor Adicionado,416723,Petroquímicos e Borracha,CAMAÇARI,BA,2023
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,5.1,Pessoal,215812,Petroquímicos e Borracha,CAMAÇARI,BA,2023
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,5.2,"Impostos, Taxas e Contribuições",131193,Petroquímicos e Borracha,CAMAÇARI,BA,2023
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,5.3,Remuneração de Capitais de Terceiros,207300,Petroquímicos e Borracha,CAMAÇARI,BA,2023
14.807.945/0001-24,SANSUY S.A. INDUSTRIA DE PLASTICOS,12696,5.4,Remuneração de Capitais Próprios,-137582,Petroquímicos e Borracha,CAMAÇARI,BA,2023
02.762.121/0001-04,SANTOS BRASIL PARTICIPACOES S.A.,17892,1,Receitas,2409354,Serviços Transporte e Logística,SÃO PAULO,SP,2023
02.762.121/0001-04,SANTOS BRASIL PARTICIPACOES S.A.,17892,2,Valor Adicionado Bruto,1784714,Serviços Transporte e Logística,SÃO PAULO,SP,2023
02.762.121/0001-04,SANTOS BRASIL PARTICIPACOES S.A.,17892,3,Valor Adicionado Líquido Produzido,1563701,Serviços Transporte e Logística,SÃO PAULO,SP,2023
02.762.121/0001-04,SANTOS BRASIL PARTICIPACOES S.A.,17892,4,Valor Adicionado Total a Distribuir,1638480,Serviços Transporte e Logística,SÃO PAULO,SP,2023
02.762.121/0001-04,SANTOS BRASIL PARTICIPACOES S.A.,17892,5,Distribuição do Valor Adicionado,1638480,Serviços Transporte e Logística,SÃO PAULO,SP,2023
02.762.121/0001-04,SANTOS BRASIL PARTICIPACOES S.A.,17892,5.1,Pessoal,455314,Serviços Transporte e Logística,SÃO PAULO,SP,2023
02.762.121/0001-04,SANTOS BRASIL PARTICIPACOES S.A.,17892,5.2,"Impostos, Taxas e Contribuições",490172,Serviços Transporte e Logística,SÃO PAULO,SP,2023
02.762.121/0001-04,SANTOS BRASIL PARTICIPACOES S.A.,17892,5.3,Remuneração de Capitais de Terceiros,188690,Serviços Transporte e Logística,SÃO PAULO,SP,2023
02.762.121/0001-04,SANTOS BRASIL PARTICIPACOES S.A.,17892,5.4,Remuneração de Capitais Próprios,362933,Serviços Transporte e Logística,SÃO PAULO,SP,2023
29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,13781,1,Receitas,1446863,Sem Setor Principal,SÃO PAULO,SP,2023
29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,13781,2,Valor Adicionado Bruto,712112,Sem Setor Principal,SÃO PAULO,SP,2023
29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,13781,3,Valor Adicionado Líquido Produzido,648598,Sem Setor Principal,SÃO PAULO,SP,2023
29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,13781,4,Valor Adicionado Total a Distribuir,694163,Sem Setor Principal,SÃO PAULO,SP,2023
29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,13781,5,Distribuição do Valor Adicionado,694163,Sem Setor Principal,SÃO PAULO,SP,2023
29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,13781,5.1,Pessoal,50759,Sem Setor Principal,SÃO PAULO,SP,2023
29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,13781,5.2,"Impostos, Taxas e Contribuições",74522,Sem Setor Principal,SÃO PAULO,SP,2023
29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,13781,5.3,Remuneração de Capitais de Terceiros,263676,Sem Setor Principal,SÃO PAULO,SP,2023
29.780.061/0001-09,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,13781,5.4,Remuneração de Capitais Próprios,305206,Sem Setor Principal,SÃO PAULO,SP,2023
51.466.860/0001-56,SAO MARTINHO S.A.,20516,1,Receitas,8507944,"Agricultura (Açúcar, Álcool e Cana)",PRADÓPOLIS,SP,2023
51.466.860/0001-56,SAO MARTINHO S.A.,20516,2,Valor Adicionado Bruto,4899445,"Agricultura (Açúcar, Álcool e Cana)",PRADÓPOLIS,SP,2023
51.466.860/0001-56,SAO MARTINHO S.A.,20516,3,Valor Adicionado Líquido Produzido,2774869,"Agricultura (Açúcar, Álcool e Cana)",PRADÓPOLIS,SP,2023
51.466.860/0001-56,SAO MARTINHO S.A.,20516,4,Valor Adicionado Total a Distribuir,4042977,"Agricultura (Açúcar, Álcool e Cana)",PRADÓPOLIS,SP,2023
51.466.860/0001-56,SAO MARTINHO S.A.,20516,5,Distribuição do Valor Adicionado,4042977,"Agricultura (Açúcar, Álcool e Cana)",PRADÓPOLIS,SP,2023
51.466.860/0001-56,SAO MARTINHO S.A.,20516,5.1,Pessoal,1062848,"Agricultura (Açúcar, Álcool e Cana)",PRADÓPOLIS,SP,2023
